,hh_median_income,hh_mean_income,perc_educ_highschool,perc_educ_bachelor,unemployment_rate,total_population,age_under_5,age_5_to_9,age_10_to_14,age_15_to_19,age_20_to_24,age_25_to_29,age_30_to_34,age_35_to_39,age_40_to_44,age_45_to_49,age_50_to_54,age_55_to_59,age_60_to_64,age_65_to_69,age_70_to_74,age_75_to_79,age_80_to_84,age_85_up,pop_white,pop_black,pop_native,pop_asian,pop_latino,zip_code
"ZCTA5 61102: Summary level: 860, zip code tabulation area:61102",21773.0,61222,34.5,5.9,13.9,17721,1157,1225,1624,1354,1247,1318,1242,1199,1117,829,1260,982,977,570,598,481,367,174,55.8,33.3,0.3,0.6,28.6,61102
"ZCTA5 61104: Summary level: 860, zip code tabulation area:61104",17503.0,38350,38.0,6.2,16.6,19492,1738,1447,1646,1398,1529,1729,1319,1150,1071,1545,1139,974,1017,780,395,281,120,214,60.2,28.4,1.0,4.1,25.4,61104
"ZCTA5 61108: Summary level: 860, zip code tabulation area:61108",26751.0,66426,31.3,13.8,7.3,28205,1832,1775,1683,1778,1888,1468,1483,1709,1721,1829,1726,1937,1823,1749,1183,910,881,830,75.6,10.3,0.4,6.2,17.2,61108
"ZCTA5 61109: Summary level: 860, zip code tabulation area:61109",27468.0,60737,35.0,11.0,8.3,26910,2022,1604,1400,2008,2017,2095,1912,1500,1321,1516,2185,1635,1765,1440,1049,745,333,363,77.1,12.9,0.3,3.2,18.0,61109
"ZCTA5 61111: Summary level: 860, zip code tabulation area:61111",30665.0,73690,32.3,16.1,7.3,23260,1428,1201,1915,1373,1474,1666,1643,1480,1311,1861,1293,1715,1355,1323,798,623,432,369,87.6,4.5,0.5,2.9,8.5,61111
"ZCTA5 61115: Summary level: 860, zip code tabulation area:61115",30799.0,75287,37.6,10.7,5.8,22502,1255,1248,1400,1544,1581,1265,1376,1456,1366,1781,1552,1780,1574,1068,1063,639,354,200,91.4,2.4,0.0,1.6,7.0,61115
"ZCTA5 61243: Summary level: 860, zip code tabulation area:61243",39279.0,82229,40.1,7.9,4.1,241,12,5,0,15,7,0,7,6,0,22,23,35,43,26,21,0,1,18,100.0,0.0,0.0,0.0,0.0,61243
"ZCTA5 61270: Summary level: 860, zip code tabulation area:61270",30756.0,73131,37.6,14.3,4.1,6938,418,347,417,370,308,413,417,351,341,370,494,565,497,522,322,267,229,290,97.1,0.8,0.0,0.4,1.8,61270
"ZCTA5 61032: Summary level: 860, zip code tabulation area:61032",25616.0,58136,34.6,12.9,9.1,29702,1867,2100,1511,1448,1897,1612,1517,1545,1523,1586,1973,2089,2407,1743,1610,1234,901,1139,79.6,14.2,0.2,1.1,5.1,61032
"ZCTA5 61037: Summary level: 860, zip code tabulation area:61037",35500.0,63820,29.7,12.5,0.0,64,0,0,0,0,0,0,0,0,0,0,0,19,0,18,10,0,8,9,100.0,0.0,0.0,0.0,25.0,61037
"ZCTA5 61050: Summary level: 860, zip code tabulation area:61050",25329.0,69557,45.4,14.8,0.0,455,11,42,48,14,16,15,13,39,0,47,42,20,34,55,27,18,7,7,100.0,0.0,0.0,0.0,0.0,61050
"ZCTA5 61052: Summary level: 860, zip code tabulation area:61052",28232.0,71775,38.9,15.5,1.5,846,23,18,46,53,22,40,31,33,50,57,49,49,146,81,34,40,68,6,98.8,0.0,0.0,0.0,5.8,61052
"ZCTA5 61060: Summary level: 860, zip code tabulation area:61060",32955.0,68080,38.5,12.9,7.0,1357,43,58,70,105,69,86,70,89,76,142,117,112,82,73,88,32,4,41,99.3,0.0,0.0,0.1,0.5,61060
"ZCTA5 61064: Summary level: 860, zip code tabulation area:61064",31863.0,70515,41.0,9.9,6.2,3916,135,188,321,274,202,208,223,190,253,240,395,305,190,228,323,133,55,53,95.3,1.0,0.3,1.4,3.7,61064
"ZCTA5 61077: Summary level: 860, zip code tabulation area:61077",-666666666.0,-999999999,51.5,0.0,0.0,33,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,61077
"ZCTA5 61085: Summary level: 860, zip code tabulation area:61085",25871.0,60716,37.6,11.1,8.2,3352,141,283,263,187,92,141,196,167,173,230,162,235,245,260,212,93,74,198,96.7,0.1,0.4,0.7,2.0,61085
"ZCTA5 61240: Summary level: 860, zip code tabulation area:61240",35877.0,88198,31.1,22.6,2.8,5842,178,324,342,376,249,195,255,370,406,339,397,578,480,581,279,313,123,57,97.1,0.7,0.2,0.5,4.4,61240
"ZCTA5 61256: Summary level: 860, zip code tabulation area:61256",40321.0,85432,30.5,20.5,8.3,2088,113,101,165,196,92,137,141,89,156,150,114,130,118,148,110,83,25,20,93.4,3.8,0.0,0.0,8.6,61256
"ZCTA5 61274: Summary level: 860, zip code tabulation area:61274",36985.0,80450,30.8,6.7,8.1,267,12,0,0,32,15,0,9,19,21,7,32,80,15,18,7,0,0,0,100.0,0.0,0.0,0.0,2.6,61274
"ZCTA5 61310: Summary level: 860, zip code tabulation area:61310",29783.0,71500,43.7,9.1,2.7,3825,127,303,189,204,231,140,166,177,238,293,241,332,359,224,232,114,188,67,97.3,0.5,0.0,1.0,2.2,61310
"ZCTA5 61311: Summary level: 860, zip code tabulation area:61311",-666666666.0,54292,45.2,11.3,0.0,226,0,28,12,0,0,0,11,12,19,29,8,0,0,7,16,30,0,54,100.0,0.0,0.0,0.0,0.0,61311
"ZCTA5 61318: Summary level: 860, zip code tabulation area:61318",30074.0,65910,40.9,4.7,9.7,774,39,52,87,67,23,34,22,84,75,24,11,56,55,48,51,13,18,15,92.6,1.9,1.6,0.1,11.5,61318
"ZCTA5 61323: Summary level: 860, zip code tabulation area:61323",38750.0,75575,26.9,23.1,0.0,78,2,2,6,13,3,4,0,0,1,4,3,18,11,8,0,2,0,1,100.0,0.0,0.0,0.0,0.0,61323
"ZCTA5 61325: Summary level: 860, zip code tabulation area:61325",34934.0,110203,34.0,17.5,5.3,1062,81,44,55,75,45,52,58,94,44,75,92,92,44,77,29,49,32,24,94.4,0.1,0.2,0.9,7.7,61325
"ZCTA5 61327: Summary level: 860, zip code tabulation area:61327",36122.0,75668,39.4,9.2,3.6,1278,78,105,112,80,52,15,64,72,72,73,76,38,131,98,95,48,24,45,97.6,0.9,0.0,0.3,2.3,61327
"ZCTA5 61449: Summary level: 860, zip code tabulation area:61449",31382.0,66194,47.9,9.7,10.2,299,9,8,20,18,6,3,36,4,16,18,20,10,33,38,15,10,11,24,100.0,0.0,0.0,0.0,1.3,61449
"ZCTA5 62206: Summary level: 860, zip code tabulation area:62206",22063.0,49798,43.0,6.4,13.5,15046,972,942,1632,1151,855,888,1130,1464,734,910,961,1118,723,605,308,197,174,282,36.5,58.3,0.5,2.7,0.9,62206
"ZCTA5 62207: Summary level: 860, zip code tabulation area:62207",15446.0,31501,44.8,5.4,16.3,9090,774,1006,484,570,704,443,797,324,684,244,288,619,770,464,225,285,246,163,3.2,94.8,1.3,0.0,0.2,62207
"ZCTA5 62014: Summary level: 860, zip code tabulation area:62014",32969.0,70819,38.6,12.1,5.2,4063,223,252,256,270,270,205,350,197,212,211,280,392,325,244,133,124,52,67,96.8,0.3,0.3,0.0,2.3,62014
"ZCTA5 61031: Summary level: 860, zip code tabulation area:61031",30494.0,78390,37.9,12.3,2.8,1569,104,87,103,115,90,50,70,102,108,90,74,111,99,104,46,69,44,103,91.2,1.0,0.0,0.1,7.9,61031
"ZCTA5 61041: Summary level: 860, zip code tabulation area:61041",28148.0,47994,33.9,12.1,2.9,1162,102,51,77,39,57,126,36,44,53,56,83,54,53,116,68,87,49,11,91.5,1.5,4.0,0.0,1.1,61041
"ZCTA5 61048: Summary level: 860, zip code tabulation area:61048",30199.0,69931,34.9,14.4,4.0,3807,108,165,234,282,116,131,168,213,200,174,310,222,378,301,231,229,175,170,99.0,0.7,0.0,0.3,1.4,61048
"ZCTA5 61072: Summary level: 860, zip code tabulation area:61072",36570.0,94423,28.9,18.0,5.0,11345,454,714,765,973,485,577,402,806,806,662,1000,666,989,621,550,479,255,141,96.8,0.9,0.4,0.7,1.9,61072
"ZCTA5 61074: Summary level: 860, zip code tabulation area:61074",25195.0,53679,38.0,11.5,7.3,4238,215,86,236,219,186,259,164,187,329,276,276,308,383,342,340,135,157,140,95.0,1.2,0.0,1.8,4.5,61074
"ZCTA5 61078: Summary level: 860, zip code tabulation area:61078",28300.0,67971,39.5,8.0,5.8,1299,104,80,61,93,100,40,64,91,39,67,148,87,60,38,68,59,56,44,96.8,0.3,0.0,2.1,3.4,61078
"ZCTA5 61084: Summary level: 860, zip code tabulation area:61084",32370.0,81579,27.9,23.5,8.4,3061,115,197,290,168,96,66,199,85,242,207,416,227,177,212,144,86,56,78,96.6,0.0,0.0,0.8,2.2,61084
"ZCTA5 61101: Summary level: 860, zip code tabulation area:61101",20316.0,45432,35.5,7.2,13.8,19242,1292,1256,1760,1617,1001,1408,1377,993,1180,1126,1248,1444,1037,978,535,370,309,311,56.0,37.4,0.3,0.5,17.1,61101
"ZCTA5 61234: Summary level: 860, zip code tabulation area:61234",35509.0,69776,35.3,19.2,2.7,1230,66,53,74,78,57,76,52,89,77,80,117,123,46,74,48,68,40,12,95.0,1.2,0.0,0.0,4.6,61234
"ZCTA5 61235: Summary level: 860, zip code tabulation area:61235",30027.0,69561,39.5,10.8,6.6,1498,112,89,129,111,95,56,64,80,111,64,77,104,94,107,54,51,60,40,97.2,0.0,0.7,0.3,1.5,61235
"ZCTA5 61236: Summary level: 860, zip code tabulation area:61236",30804.0,62384,29.9,4.5,10.9,98,1,14,0,9,7,8,21,0,0,10,0,6,3,6,3,6,0,4,95.9,0.0,0.0,0.0,0.0,61236
"ZCTA5 61929: Summary level: 860, zip code tabulation area:61929",27455.0,74915,43.0,10.2,7.6,679,23,35,68,23,28,13,23,50,48,32,61,24,44,45,46,21,61,34,98.4,0.0,0.0,0.0,1.8,61929
"ZCTA5 61016: Summary level: 860, zip code tabulation area:61016",37716.0,90765,33.6,16.3,5.6,4627,268,206,217,234,149,159,276,213,224,206,486,453,473,351,314,183,139,76,93.6,1.4,1.4,2.2,4.5,61016
"ZCTA5 61062: Summary level: 860, zip code tabulation area:61062",36023.0,81541,37.0,15.7,0.9,1842,81,88,142,140,62,77,63,60,139,204,131,162,192,117,67,36,20,61,96.7,0.0,0.2,0.0,2.1,61062
"ZCTA5 61112: Summary level: 860, zip code tabulation area:61112",21855.0,28815,38.7,11.3,-666666666.0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,100.0,0.0,0.0,0.0,0.0,61112
"ZCTA5 61560: Summary level: 860, zip code tabulation area:61560",19639.0,63917,31.0,16.6,0.0,594,11,0,0,8,39,37,44,0,7,25,34,20,90,101,57,23,53,45,90.7,2.7,0.0,5.4,0.0,61560
"ZCTA5 61773: Summary level: 860, zip code tabulation area:61773",29896.0,55794,50.5,3.8,3.3,421,30,25,12,23,44,17,37,17,11,24,27,29,29,16,21,24,31,4,99.0,0.0,0.0,0.0,0.5,61773
"ZCTA5 61856: Summary level: 860, zip code tabulation area:61856",40909.0,84639,29.2,23.4,3.2,7771,490,585,543,378,304,436,498,432,472,474,451,638,555,423,458,317,169,148,96.0,0.6,0.1,1.1,1.2,61856
"ZCTA5 61944: Summary level: 860, zip code tabulation area:61944",27521.0,61957,35.9,11.8,5.0,12311,630,631,856,736,688,609,687,749,778,787,737,928,992,874,542,394,314,379,99.0,0.3,0.1,0.1,1.5,61944
"ZCTA5 61877: Summary level: 860, zip code tabulation area:61877",42786.0,91239,25.3,17.7,3.9,1792,128,152,159,63,84,82,156,175,57,104,147,112,133,53,52,73,34,28,96.8,1.3,0.0,0.4,1.7,61877
"ZCTA5 61460: Summary level: 860, zip code tabulation area:61460",30526.0,70327,45.1,10.3,0.0,313,23,29,25,10,2,5,4,23,9,28,10,57,10,44,10,13,10,1,98.7,0.0,0.0,0.0,8.6,61460
"ZCTA5 61479: Summary level: 860, zip code tabulation area:61479",-666666666.0,71657,29.7,32.4,0.0,59,11,0,0,0,11,12,0,0,0,3,0,3,3,0,7,0,4,5,100.0,0.0,0.0,0.0,0.0,61479
"ZCTA5 61550: Summary level: 860, zip code tabulation area:61550",40945.0,98362,21.0,28.3,2.6,17805,910,1221,1315,1116,619,902,1027,1145,1061,1124,1091,1203,1310,1244,857,660,472,528,95.7,1.2,0.0,2.0,3.2,61550
"ZCTA5 61728: Summary level: 860, zip code tabulation area:61728",32663.0,86084,35.9,23.8,6.1,1365,45,94,123,110,73,68,66,136,83,82,85,108,69,60,29,61,51,22,95.9,0.3,0.3,0.0,4.8,61728
"ZCTA5 61775: Summary level: 860, zip code tabulation area:61775",27969.0,105891,47.9,6.5,0.0,339,7,12,32,44,27,15,8,22,13,17,11,30,64,27,2,1,7,0,99.4,0.0,0.0,0.0,11.2,61775
"ZCTA5 61263: Summary level: 860, zip code tabulation area:61263",31282.0,68188,44.2,3.8,13.6,743,74,92,61,78,17,39,48,46,60,46,30,35,38,30,17,14,15,3,96.1,0.7,0.3,0.8,10.6,61263
"ZCTA5 61320: Summary level: 860, zip code tabulation area:61320",29844.0,73717,35.9,14.2,4.4,681,28,23,27,20,48,30,60,22,25,58,43,52,74,52,47,27,25,20,90.3,3.4,0.0,3.4,5.4,61320
"ZCTA5 61417: Summary level: 860, zip code tabulation area:61417",24231.0,59262,39.1,4.0,5.1,277,0,0,0,36,39,15,0,0,48,6,23,15,21,8,13,45,0,8,98.9,0.0,0.0,1.1,1.1,61417
"ZCTA5 61442: Summary level: 860, zip code tabulation area:61442",27604.0,59737,51.8,9.4,6.7,657,18,19,23,46,30,78,18,17,51,29,46,40,42,61,49,33,36,21,98.2,0.0,0.2,0.9,0.0,61442
"ZCTA5 61607: Summary level: 860, zip code tabulation area:61607",35638.0,71601,35.3,10.4,4.6,10766,465,473,793,843,483,590,700,562,722,865,844,641,795,663,559,387,208,173,96.4,1.6,0.0,0.4,1.5,61607
"ZCTA5 61769: Summary level: 860, zip code tabulation area:61769",30556.0,70530,49.9,8.5,8.0,640,27,31,71,34,44,23,33,29,24,47,59,92,45,36,8,17,13,7,86.6,0.0,0.0,2.7,11.9,61769
"ZCTA5 61377: Summary level: 860, zip code tabulation area:61377",30652.0,64879,30.2,12.7,2.6,1393,110,71,91,60,103,87,58,76,31,75,120,138,120,81,89,28,29,26,98.4,0.2,0.0,0.0,3.5,61377
"ZCTA5 61459: Summary level: 860, zip code tabulation area:61459",37100.0,72590,25.1,14.5,6.3,388,2,6,18,38,21,8,11,32,16,13,36,85,19,19,37,7,18,2,95.4,4.4,0.0,0.0,0.3,61459
"ZCTA5 61754: Summary level: 860, zip code tabulation area:61754",37383.0,81026,46.9,12.3,5.7,1016,27,36,60,57,85,20,49,50,40,64,76,124,130,93,39,29,24,13,98.9,0.0,0.1,0.2,0.3,61754
"ZCTA5 61839: Summary level: 860, zip code tabulation area:61839",31532.0,82413,41.0,10.9,2.0,664,54,27,52,72,54,28,24,48,69,22,29,34,35,22,39,22,5,28,97.6,0.3,0.0,0.0,3.2,61839
"ZCTA5 61914: Summary level: 860, zip code tabulation area:61914",32128.0,70111,38.5,12.4,3.7,1817,91,136,140,102,43,40,108,85,158,131,116,95,184,148,78,58,31,73,99.3,0.0,0.0,0.0,1.7,61914
"ZCTA5 61818: Summary level: 860, zip code tabulation area:61818",32095.0,74495,38.9,17.3,9.1,1814,159,143,89,133,141,84,113,166,101,71,121,83,150,90,55,47,28,40,98.7,0.1,0.0,0.0,0.1,61818
"ZCTA5 61852: Summary level: 860, zip code tabulation area:61852",26917.0,53501,39.4,12.1,5.3,222,28,27,23,7,5,13,30,24,2,6,4,22,12,6,1,3,4,5,95.9,0.0,0.0,0.0,1.8,61852
"ZCTA5 61853: Summary level: 860, zip code tabulation area:61853",43177.0,108201,19.5,26.4,3.7,13875,1023,1033,1001,1102,887,481,1099,856,985,848,826,1080,887,587,535,349,135,161,96.9,0.4,0.0,0.5,5.4,61853
"ZCTA5 61880: Summary level: 860, zip code tabulation area:61880",38344.0,86227,29.7,22.9,1.4,4075,249,235,337,351,215,131,308,468,195,308,242,252,316,118,109,112,51,78,93.2,3.8,0.0,0.7,2.9,61880
"ZCTA5 61912: Summary level: 860, zip code tabulation area:61912",31250.0,66129,35.4,10.0,7.1,1176,51,40,52,55,82,86,58,60,69,55,105,90,134,88,77,24,30,20,98.9,0.3,0.0,0.0,0.3,61912
"ZCTA5 61917: Summary level: 860, zip code tabulation area:61917",26607.0,61561,44.7,13.0,6.1,632,54,39,26,27,18,86,25,16,16,32,60,48,39,48,29,32,24,13,100.0,0.0,0.0,0.0,0.5,61917
"ZCTA5 61938: Summary level: 860, zip code tabulation area:61938",27193.0,64109,34.0,12.1,6.0,21727,1181,1193,1397,1396,1373,1458,1077,1317,1211,1332,1291,1622,1465,1321,1032,731,624,706,96.6,1.5,0.1,0.3,1.8,61938
"ZCTA5 61940: Summary level: 860, zip code tabulation area:61940",22375.0,49250,60.5,6.2,5.9,253,4,3,29,21,1,7,3,13,41,9,11,12,59,12,9,14,0,5,96.4,0.0,0.0,0.0,3.6,61940
"ZCTA5 61943: Summary level: 860, zip code tabulation area:61943",27337.0,65392,37.0,12.4,4.6,1630,97,64,103,115,74,82,77,98,60,78,117,117,186,112,65,78,77,30,99.3,0.0,0.1,0.0,3.6,61943
"ZCTA5 61733: Summary level: 860, zip code tabulation area:61733",41379.0,68744,29.4,23.0,3.1,793,41,29,64,66,42,100,37,19,59,58,45,72,44,26,39,23,5,24,94.3,0.0,0.0,0.0,0.3,61733
"ZCTA5 61027: Summary level: 860, zip code tabulation area:61027",-666666666.0,-999999999,0.0,0.0,0.0,73,16,0,0,0,0,22,35,0,0,0,0,0,0,0,0,0,0,0,30.1,69.9,0.0,0.0,0.0,61027
"ZCTA5 61043: Summary level: 860, zip code tabulation area:61043",-666666666.0,53697,65.8,11.0,4.6,121,5,11,9,20,3,11,6,0,12,0,12,6,2,1,10,8,3,2,94.2,0.0,0.0,0.0,43.0,61043
"ZCTA5 61079: Summary level: 860, zip code tabulation area:61079",28750.0,61343,39.2,13.1,8.4,189,2,13,18,22,4,9,6,20,17,6,12,11,25,13,0,11,0,0,98.4,0.0,0.0,0.0,1.6,61079
"ZCTA5 61258: Summary level: 860, zip code tabulation area:61258",18750.0,46037,44.5,4.2,9.4,184,18,26,15,6,0,4,3,31,12,6,9,1,22,8,22,0,0,1,100.0,0.0,0.0,0.0,0.0,61258
"ZCTA5 61278: Summary level: 860, zip code tabulation area:61278",35104.0,84403,27.7,22.9,0.0,514,33,32,48,51,18,6,22,36,37,23,27,22,40,39,47,23,6,4,93.2,0.0,0.0,2.7,1.9,61278
"ZCTA5 61433: Summary level: 860, zip code tabulation area:61433",37768.0,-999999999,18.2,0.0,0.0,128,0,0,0,0,40,10,0,0,0,36,8,0,0,0,0,0,0,34,100.0,0.0,0.0,0.0,0.0,61433
"ZCTA5 61553: Summary level: 860, zip code tabulation area:61553",22813.0,56016,42.4,4.8,8.1,161,12,13,6,5,0,15,13,8,15,2,7,10,19,8,2,4,4,18,98.1,0.0,0.0,1.9,0.0,61553
"ZCTA5 61562: Summary level: 860, zip code tabulation area:61562",39545.0,73444,25.0,22.2,0.0,45,0,0,0,9,0,0,8,0,0,9,8,0,0,0,0,0,11,0,100.0,0.0,0.0,0.0,24.4,61562
"ZCTA5 61616: Summary level: 860, zip code tabulation area:61616",28080.0,63967,26.2,17.6,5.7,5860,241,438,316,253,290,666,421,387,400,329,419,384,464,272,206,132,112,130,90.1,3.8,0.0,1.1,2.0,61616
"ZCTA5 61345: Summary level: 860, zip code tabulation area:61345",39583.0,88439,37.3,13.5,4.7,720,48,24,42,27,14,25,85,35,46,40,43,40,103,53,34,10,12,39,97.1,0.4,0.3,0.3,2.2,61345
"ZCTA5 61333: Summary level: 860, zip code tabulation area:61333",38125.0,72197,46.7,11.4,0.6,383,13,36,46,23,10,7,21,62,9,23,16,20,44,21,9,16,0,7,95.3,0.0,0.0,1.3,1.3,61333
"ZCTA5 61338: Summary level: 860, zip code tabulation area:61338",30208.0,55942,46.5,5.7,3.1,226,6,9,27,11,16,17,9,13,10,20,8,9,12,13,6,15,13,12,99.1,0.0,0.0,0.0,2.2,61338
"ZCTA5 61342: Summary level: 860, zip code tabulation area:61342",30192.0,80024,33.3,9.7,5.2,8435,513,455,507,638,581,438,606,513,461,556,493,586,513,537,410,244,183,201,91.3,0.2,0.1,1.2,28.7,61342
"ZCTA5 61350: Summary level: 860, zip code tabulation area:61350",29529.0,71990,34.6,12.2,5.6,24182,1434,1603,1267,1544,1446,1540,1790,1358,1268,1261,1595,1908,1689,1331,1115,679,619,735,91.3,3.6,0.2,0.8,9.0,61350
"ZCTA5 61354: Summary level: 860, zip code tabulation area:61354",27069.0,71559,32.8,16.1,5.1,10531,657,617,541,622,462,473,754,431,557,621,956,877,438,571,616,345,392,601,94.9,0.4,0.0,1.4,7.9,61354
"ZCTA5 61368: Summary level: 860, zip code tabulation area:61368",29537.0,63392,38.5,14.2,5.5,1366,48,83,100,52,104,56,42,76,79,93,121,114,88,37,103,88,57,25,97.1,0.7,0.0,0.5,2.1,61368
"ZCTA5 62554: Summary level: 860, zip code tabulation area:62554",40714.0,98119,35.7,17.8,9.4,1290,32,61,156,64,47,84,67,69,88,86,133,74,45,100,102,64,10,8,85.7,0.9,0.0,3.5,1.6,62554
"ZCTA5 62572: Summary level: 860, zip code tabulation area:62572",31855.0,59424,43.4,6.1,1.0,488,26,37,27,20,32,18,15,46,15,28,59,31,54,5,26,33,4,12,98.8,1.2,0.0,0.0,0.0,62572
"ZCTA5 62618: Summary level: 860, zip code tabulation area:62618",25814.0,56586,44.2,7.7,7.6,7238,494,620,417,491,403,479,475,430,487,460,516,548,278,470,169,237,147,117,83.1,8.6,0.0,0.0,30.9,62618
"ZCTA5 62621: Summary level: 860, zip code tabulation area:62621",30781.0,72554,45.3,12.0,9.1,1286,70,86,97,79,74,62,66,64,110,84,65,95,107,77,70,34,31,15,99.3,0.0,0.0,0.3,3.2,62621
"ZCTA5 62624: Summary level: 860, zip code tabulation area:62624",26607.0,64814,44.0,10.1,16.9,427,14,27,6,47,17,19,4,23,19,29,37,47,53,41,29,14,1,0,96.5,2.3,0.0,0.0,0.0,62624
"ZCTA5 62656: Summary level: 860, zip code tabulation area:62656",27055.0,69932,32.8,13.1,7.1,19280,905,819,946,1377,1503,1528,1278,1381,1163,1195,1156,1415,1201,953,825,538,287,810,84.5,10.3,0.2,1.1,4.1,62656
"ZCTA5 62675: Summary level: 860, zip code tabulation area:62675",38484.0,84380,34.6,16.7,5.1,5943,295,324,301,273,323,263,313,272,360,367,500,526,422,413,376,281,142,192,96.3,0.8,0.0,0.5,1.0,62675
"ZCTA5 62681: Summary level: 860, zip code tabulation area:62681",30578.0,64176,34.5,13.5,5.2,5501,233,222,446,295,200,293,341,374,383,397,425,457,337,330,263,221,137,147,86.9,11.2,0.2,0.0,1.2,62681
"ZCTA5 62827: Summary level: 860, zip code tabulation area:62827",30159.0,55454,37.9,5.8,7.5,1215,106,66,69,50,59,54,72,84,32,82,137,93,56,84,84,36,24,27,96.0,0.2,0.5,2.0,2.0,62827
"ZCTA5 62018: Summary level: 860, zip code tabulation area:62018",20244.0,46475,51.6,7.5,16.4,3017,123,193,275,119,105,164,179,276,199,113,372,258,169,98,128,64,127,55,97.2,1.3,0.0,0.0,0.9,62018
"ZCTA5 62077: Summary level: 860, zip code tabulation area:62077",25000.0,55436,54.2,4.7,6.1,288,10,30,15,10,11,38,29,23,11,9,4,17,13,24,14,8,14,8,98.6,0.0,0.0,0.0,0.3,62077
"ZCTA5 62949: Summary level: 860, zip code tabulation area:62949",25208.0,45826,33.0,7.5,6.4,731,39,39,31,68,23,63,39,37,36,38,40,72,61,35,40,26,19,25,91.5,1.0,0.0,0.3,0.7,62949
"ZCTA5 62979: Summary level: 860, zip code tabulation area:62979",31545.0,60848,34.9,13.2,1.6,1020,23,64,57,67,44,78,62,55,72,36,52,102,76,78,43,44,44,23,93.6,0.0,0.0,0.6,1.6,62979
"ZCTA5 62999: Summary level: 860, zip code tabulation area:62999",22050.0,46564,44.2,7.9,11.5,1771,117,124,138,99,121,149,96,115,92,72,110,59,97,95,85,104,63,35,97.2,0.2,0.0,0.0,2.3,62999
"ZCTA5 62063: Summary level: 860, zip code tabulation area:62063",29375.0,70193,43.1,11.3,5.8,991,54,21,47,23,11,37,93,53,66,46,68,89,117,83,89,51,13,30,100.0,0.0,0.0,0.0,0.0,62063
"ZCTA5 62234: Summary level: 860, zip code tabulation area:62234",31721.0,75876,29.3,16.6,6.6,32474,1977,1806,2028,1858,1722,2699,2053,2336,1970,2095,1983,2607,2066,1879,1173,910,600,712,82.6,10.4,0.2,1.3,7.2,62234
"ZCTA5 62442: Summary level: 860, zip code tabulation area:62442",30250.0,62252,41.9,12.6,4.9,2643,167,204,218,174,115,95,160,190,156,127,128,254,209,115,162,95,25,49,98.8,0.0,0.3,0.0,0.2,62442
"ZCTA5 62467: Summary level: 860, zip code tabulation area:62467",38715.0,98777,36.3,18.8,2.5,4259,247,246,307,368,294,313,290,251,213,196,336,305,360,188,69,123,52,101,98.0,0.4,0.0,0.6,0.0,62467
"ZCTA5 62558: Summary level: 860, zip code tabulation area:62558",41522.0,82957,36.7,15.1,4.0,3341,167,248,275,125,254,204,193,222,213,237,313,206,167,124,146,66,149,32,98.4,0.0,0.3,0.1,0.0,62558
"ZCTA5 62694: Summary level: 860, zip code tabulation area:62694",29538.0,66277,46.6,11.4,4.5,3018,131,188,187,202,141,131,155,138,201,215,247,218,250,182,127,115,118,72,97.3,0.2,1.1,0.0,0.4,62694
"ZCTA5 62864: Summary level: 860, zip code tabulation area:62864",25563.0,66609,29.0,12.6,7.2,23498,1598,1672,1226,1230,1541,1569,1342,1340,1263,1418,1494,1512,1600,1391,1110,873,617,702,84.3,10.3,0.1,1.7,2.5,62864
"ZCTA5 62967: Summary level: 860, zip code tabulation area:62967",20000.0,43654,36.9,5.6,0.0,242,4,11,17,9,6,1,6,25,23,28,8,9,9,33,18,11,20,4,100.0,0.0,0.0,0.0,1.7,62967
"ZCTA5 62340: Summary level: 860, zip code tabulation area:62340",28826.0,70743,32.0,12.2,7.1,1906,160,141,81,105,124,84,125,100,46,124,174,123,137,104,65,117,65,31,98.3,0.0,0.2,0.4,4.9,62340
"ZCTA5 62423: Summary level: 860, zip code tabulation area:62423",53611.0,84673,8.6,44.4,0.0,642,0,180,18,12,0,0,78,88,20,30,18,51,50,31,66,0,0,0,100.0,0.0,0.0,0.0,0.0,62423
"ZCTA5 62501: Summary level: 860, zip code tabulation area:62501",37396.0,84834,38.1,15.9,7.0,2585,166,134,225,183,262,108,100,182,127,144,100,246,198,152,92,55,77,34,98.1,0.1,0.2,0.0,0.3,62501
"ZCTA5 61955: Summary level: 860, zip code tabulation area:61955",30750.0,51463,56.8,9.8,17.1,189,14,13,4,26,0,7,2,21,5,15,35,12,10,9,4,10,0,2,96.3,0.5,0.0,0.0,0.0,61955
"ZCTA5 61625: Summary level: 860, zip code tabulation area:61625",4717.0,-666666666,0.0,0.0,4.2,378,0,0,0,173,197,8,0,0,0,0,0,0,0,0,0,0,0,0,82.3,8.7,0.0,9.0,6.3,61625
"ZCTA5 61705: Summary level: 860, zip code tabulation area:61705",53171.0,131502,16.6,41.0,2.2,12935,955,1153,1099,905,567,458,746,1070,1163,860,905,811,688,805,347,204,91,108,87.8,6.0,0.0,3.6,3.0,61705
"ZCTA5 61751: Summary level: 860, zip code tabulation area:61751",29107.0,61788,57.1,0.0,10.8,93,0,0,22,0,8,3,0,8,0,17,12,8,10,0,5,0,0,0,100.0,0.0,0.0,0.0,0.0,61751
